"","FIPS","County","Median_HH_Income","Population","Year"
"13295","13049","Charlton County, Georgia",13080,40111,2013
"13296","13051","Chatham County, Georgia",271102,45794,2013
"13297","13053","Chattahoochee County, Georgia",12193,48758,2013
"13298","13055","Chattooga County, Georgia",25670,33228,2013
"13299","13057","Cherokee County, Georgia",218277,67261,2013
"13300","13059","Clarke County, Georgia",118864,33060,2013
"13301","13061","Clay County, Georgia",3133,21192,2013
"13302","13063","Clayton County, Georgia",262455,40606,2013
"13303","13065","Clinch County, Georgia",6766,30345,2013
"13304","13067","Cobb County, Georgia",699235,63920,2013
"13305","13069","Coffee County, Georgia",42841,35693,2013
"13306","13071","Colquitt County, Georgia",45781,32484,2013
"13307","13073","Columbia County, Georgia",128213,69306,2013
"13308","13075","Cook County, Georgia",17066,34985,2013
"13309","13077","Coweta County, Georgia",129397,60813,2013
"13310","13079","Crawford County, Georgia",12607,41586,2013
"13311","13081","Crisp County, Georgia",23521,35240,2013
"13312","13083","Dade County, Georgia",16580,43205,2013
"13313","13085","Dawson County, Georgia",22387,53525,2013
"13314","13087","Decatur County, Georgia",27676,30619,2013
"13315","13089","DeKalb County, Georgia",700308,50856,2013
"13316","13091","Dodge County, Georgia",21502,37292,2013
"13317","13093","Dooly County, Georgia",14554,29012,2013
"13318","13095","Dougherty County, Georgia",94220,31671,2013
"13319","13097","Douglas County, Georgia",133486,52691,2013
"13320","13099","Early County, Georgia",10787,28853,2013
"13321","13101","Echols County, Georgia",4053,31375,2013
"13322","13103","Effingham County, Georgia",52961,63030,2013
"13323","13105","Elbert County, Georgia",19907,35817,2013
"13324","13107","Emanuel County, Georgia",22669,32046,2013
"13325","13109","Evans County, Georgia",10902,36788,2013
"13326","13111","Fannin County, Georgia",23614,34239,2013
"13327","13113","Fayette County, Georgia",107105,79977,2013
"13328","13115","Floyd County, Georgia",96147,40821,2013
"13329","13117","Forsyth County, Georgia",182916,86569,2013
"13330","13119","Franklin County, Georgia",21998,34830,2013
"13331","13121","Fulton County, Georgia",948554,56857,2013
"13332","13123","Gilmer County, Georgia",28308,39140,2013
"13333","13125","Glascock County, Georgia",3094,37760,2013
"13334","13127","Glynn County, Georgia",80280,46407,2013
"13335","13129","Gordon County, Georgia",55409,40926,2013
"13336","13131","Grady County, Georgia",25143,30571,2013
"13337","13133","Greene County, Georgia",16091,42565,2013
"13338","13135","Gwinnett County, Georgia",825911,60445,2013
"13339","13137","Habersham County, Georgia",43181,39306,2013
"13340","13139","Hall County, Georgia",182841,50853,2013
"13341","13141","Hancock County, Georgia",9233,25000,2013
"13342","13143","Haralson County, Georgia",28594,39993,2013
"13343","13145","Harris County, Georgia",32267,69223,2013
"13344","13147","Hart County, Georgia",25348,35615,2013
"13345","13149","Heard County, Georgia",11708,39909,2013
"13346","13151","Henry County, Georgia",206349,60781,2013
"13347","13153","Houston County, Georgia",143205,54893,2013
"13348","13155","Irwin County, Georgia",9571,40771,2013
"13349","13157","Jackson County, Georgia",60577,53179,2013
"13350","13159","Jasper County, Georgia",13748,42192,2013
"13351","13161","Jeff Davis County, Georgia",15042,36296,2013
"13352","13163","Jefferson County, Georgia",16696,26968,2013
"13353","13165","Jenkins County, Georgia",8642,26104,2013
"13354","13167","Johnson County, Georgia",9903,36722,2013
"13355","13169","Jones County, Georgia",28650,51497,2013
"13356","13171","Lamar County, Georgia",18139,41016,2013
"13357","13173","Lanier County, Georgia",10250,39452,2013
"13358","13175","Laurens County, Georgia",48203,34793,2013
"13359","13177","Lee County, Georgia",28631,60104,2013
"13360","13179","Liberty County, Georgia",64899,43832,2013
"13361","13181","Lincoln County, Georgia",7894,35625,2013
"13362","13183","Long County, Georgia",15285,42651,2013
"13363","13185","Lowndes County, Georgia",111334,37365,2013
"13364","13187","Lumpkin County, Georgia",30428,43775,2013
"13365","13189","McDuffie County, Georgia",21697,37487,2013
"13366","13191","McIntosh County, Georgia",14142,39068,2013
"13367","13193","Macon County, Georgia",14455,30240,2013
"13368","13195","Madison County, Georgia",28044,42549,2013
"13369","13197","Marion County, Georgia",8673,33301,2013
"13370","13199","Meriwether County, Georgia",21695,37333,2013
"13371","13201","Miller County, Georgia",6054,32260,2013
"13372","13205","Mitchell County, Georgia",23340,32054,2013
"13373","13207","Monroe County, Georgia",26613,48630,2013
"13374","13209","Montgomery County, Georgia",9050,32702,2013
"13375","13211","Morgan County, Georgia",17870,47729,2013
"13376","13213","Murray County, Georgia",39504,34888,2013
"13377","13215","Muscogee County, Georgia",194949,41339,2013
"13378","13217","Newton County, Georgia",100808,50580,2013
"13379","13219","Oconee County, Georgia",33240,75004,2013
"13380","13221","Oglethorpe County, Georgia",14730,45729,2013
"13381","13223","Paulding County, Georgia",143845,61837,2013
"13382","13225","Peach County, Georgia",27481,39844,2013
"13383","13227","Pickens County, Georgia",29486,51383,2013
"13384","13229","Pierce County, Georgia",18774,39067,2013
"13385","13231","Pike County, Georgia",17807,53865,2013
"13386","13233","Polk County, Georgia",41308,39208,2013
"13387","13235","Pulaski County, Georgia",11775,41550,2013
"13388","13237","Putnam County, Georgia",21241,44764,2013
"13389","13239","Quitman County, Georgia",2396,31068,2013
"13390","13241","Rabun County, Georgia",16271,35423,2013
"13391","13243","Randolph County, Georgia",7498,30023,2013
"13392","13245","Richmond County, Georgia",201081,37749,2013
"13393","13247","Rockdale County, Georgia",85650,52579,2013
"13394","13249","Schley County, Georgia",5017,38425,2013
"13395","13251","Screven County, Georgia",14455,34848,2013
"13396","13253","Seminole County, Georgia",8831,30521,2013
"13397","13255","Spalding County, Georgia",64011,41534,2013
"13398","13257","Stephens County, Georgia",25910,37898,2013
"13399","13259","Stewart County, Georgia",6007,23451,2013
"13400","13261","Sumter County, Georgia",32099,33796,2013
"13401","13263","Talbot County, Georgia",6689,32424,2013
"13402","13265","Taliaferro County, Georgia",1766,25465,2013
"13403","13267","Tattnall County, Georgia",25343,37587,2013
"13404","13269","Taylor County, Georgia",8595,27455,2013
"13405","13271","Telfair County, Georgia",16391,26634,2013
"13406","13273","Terrell County, Georgia",9246,32628,2013
"13407","13275","Thomas County, Georgia",44692,34035,2013
"13408","13277","Tift County, Georgia",40537,34591,2013
"13409","13279","Toombs County, Georgia",27229,31189,2013
"13410","13281","Towns County, Georgia",10551,36570,2013
"13411","13283","Treutlen County, Georgia",6817,37894,2013
"13412","13285","Troup County, Georgia",67776,41161,2013
"13413","13287","Turner County, Georgia",8637,28326,2013
"13414","13289","Twiggs County, Georgia",8808,31234,2013
"13415","13291","Union County, Georgia",21399,40009,2013
"13416","13293","Upson County, Georgia",26918,35329,2013
"13417","13295","Walker County, Georgia",68481,39963,2013
"13418","13297","Walton County, Georgia",84397,52369,2013
"13419","13299","Ware County, Georgia",36008,34572,2013
"13420","13301","Warren County, Georgia",5706,27796,2013
"13421","13303","Washington County, Georgia",20982,33652,2013
"13422","13305","Wayne County, Georgia",30187,35830,2013
"13423","13307","Webster County, Georgia",2769,35718,2013
"13424","13309","Wheeler County, Georgia",7746,24382,2013
"13425","13311","White County, Georgia",27400,40670,2013
"13426","13313","Whitfield County, Georgia",102556,40471,2013
"13427","13315","Wilcox County, Georgia",9110,32928,2013
"13428","13317","Wilkes County, Georgia",10265,28983,2013
"13429","13319","Wilkinson County, Georgia",9520,36173,2013
"13430","13321","Worth County, Georgia",21670,35792,2013
"13431","15001","Hawaii County, Hawaii",187044,51250,2013
"13432","15003","Honolulu County, Hawaii",964678,72764,2013
"13433","15005","Kalawao County, Hawaii",71,59375,2013
"13434","15007","Kauai County, Hawaii",67872,62052,2013
"13435","15009","Maui County, Hawaii",156633,63512,2013
"13436","16001","Ada County, Idaho",401673,55210,2013
"13437","16003","Adams County, Idaho",3937,35434,2013
"13438","16005","Bannock County, Idaho",83091,43534,2013
"13439","16007","Bear Lake County, Idaho",5957,44964,2013
"13440","16009","Benewah County, Idaho",9186,39049,2013
"13441","16011","Bingham County, Idaho",45485,47941,2013
"13442","16013","Blaine County, Idaho",21294,64042,2013
"13443","16015","Boise County, Idaho",6944,41056,2013
"13444","16017","Bonner County, Idaho",40743,41414,2013
"13445","16019","Bonneville County, Idaho",105580,50872,2013
"13446","16021","Boundary County, Idaho",10866,37003,2013
"13447","16023","Butte County, Idaho",2786,41131,2013
"13448","16025","Camas County, Idaho",1267,41154,2013
"13449","16027","Canyon County, Idaho",192153,42105,2013
"13450","16029","Caribou County, Idaho",6867,53586,2013
"13451","16031","Cassia County, Idaho",23054,42039,2013
"13452","16033","Clark County, Idaho",751,33200,2013
"13453","16035","Clearwater County, Idaho",8638,40134,2013
"13454","16037","Custer County, Idaho",4331,39541,2013
"13455","16039","Elmore County, Idaho",26528,42842,2013
"13456","16041","Franklin County, Idaho",12801,44962,2013
"13457","16043","Fremont County, Idaho",13088,44520,2013
"13458","16045","Gem County, Idaho",16722,44432,2013
"13459","16047","Gooding County, Idaho",15278,37050,2013
"13460","16049","Idaho County, Idaho",16269,37349,2013
"13461","16051","Jefferson County, Idaho",26389,52023,2013
"13462","16053","Jerome County, Idaho",22391,40126,2013
"13463","16055","Kootenai County, Idaho",140785,49002,2013
"13464","16057","Latah County, Idaho",37636,41735,2013
"13465","16059","Lemhi County, Idaho",7853,34122,2013
"13466","16061","Lewis County, Idaho",3851,36000,2013
"13467","16063","Lincoln County, Idaho",5221,42433,2013
"13468","16065","Madison County, Idaho",37542,32059,2013
"13469","16067","Minidoka County, Idaho",20104,43266,2013
"13470","16069","Nez Perce County, Idaho",39458,46503,2013
"13471","16071","Oneida County, Idaho",4257,40842,2013
"13472","16073","Owyhee County, Idaho",11474,32175,2013
"13473","16075","Payette County, Idaho",22629,43649,2013
"13474","16077","Power County, Idaho",7756,44212,2013
"13475","16079","Shoshone County, Idaho",12729,38440,2013
"13476","16081","Teton County, Idaho",10141,53931,2013
"13477","16083","Twin Falls County, Idaho",78067,43886,2013
"13478","16085","Valley County, Idaho",9698,50473,2013
"13479","16087","Washington County, Idaho",10094,37453,2013
"13480","17001","Adams County, Illinois",67152,45073,2013
"13481","17003","Alexander County, Illinois",7980,26972,2013
"13482","17005","Bond County, Illinois",17665,48163,2013
"13483","17007","Boone County, Illinois",54068,60893,2013
"13484","17009","Brown County, Illinois",6904,42194,2013
"13485","17011","Bureau County, Illinois",34594,48977,2013
"13486","17013","Calhoun County, Illinois",5062,50436,2013
"13487","17015","Carroll County, Illinois",15199,47985,2013
"13488","17017","Cass County, Illinois",13530,45734,2013
"13489","17019","Champaign County, Illinois",202428,45808,2013
"13490","17021","Christian County, Illinois",34651,45145,2013
"13491","17023","Clark County, Illinois",16284,47405,2013
"13492","17025","Clay County, Illinois",13744,40640,2013
"13493","17027","Clinton County, Illinois",37891,61720,2013
"13494","17029","Coles County, Illinois",53732,37040,2013
"13495","17031","Cook County, Illinois",5212372,54548,2013
"13496","17033","Crawford County, Illinois",19707,46216,2013
"13497","17035","Cumberland County, Illinois",11015,43958,2013
"13498","17037","DeKalb County, Illinois",104820,53375,2013
"13499","17039","De Witt County, Illinois",16511,51051,2013
"13500","17041","Douglas County, Illinois",19902,52741,2013
"13501","17043","DuPage County, Illinois",922803,78487,2013
"13502","17045","Edgar County, Illinois",18339,42133,2013
"13503","17047","Edwards County, Illinois",6695,39075,2013
"13504","17049","Effingham County, Illinois",34274,52108,2013
"13505","17051","Fayette County, Illinois",22088,44722,2013
"13506","17053","Ford County, Illinois",13991,48866,2013
"13507","17055","Franklin County, Illinois",39470,36273,2013
"13508","17057","Fulton County, Illinois",36829,45130,2013
"13509","17059","Gallatin County, Illinois",5516,40330,2013
"13510","17061","Greene County, Illinois",13778,43502,2013
"13511","17063","Grundy County, Illinois",50064,64541,2013
"13512","17065","Hamilton County, Illinois",8413,38417,2013
"13513","17067","Hancock County, Illinois",18949,43925,2013
"13514","17069","Hardin County, Illinois",4273,37071,2013
"13515","17071","Henderson County, Illinois",7186,49389,2013
"13516","17073","Henry County, Illinois",50260,52940,2013
"13517","17075","Iroquois County, Illinois",29446,47079,2013
"13518","17077","Jackson County, Illinois",60055,33479,2013
"13519","17079","Jasper County, Illinois",9680,52233,2013
"13520","17081","Jefferson County, Illinois",38769,42981,2013
"13521","17083","Jersey County, Illinois",22850,53954,2013
"13522","17085","Jo Daviess County, Illinois",22602,50817,2013
"13523","17087","Johnson County, Illinois",12665,40760,2013
"13524","17089","Kane County, Illinois",518380,69530,2013
"13525","17091","Kankakee County, Illinois",112991,50102,2013
"13526","17093","Kendall County, Illinois",116366,81765,2013
"13527","17095","Knox County, Illinois",52545,40667,2013
"13528","17097","Lake County, Illinois",702099,77469,2013
"13529","17099","LaSalle County, Illinois",113295,52640,2013
"13530","17101","Lawrence County, Illinois",16702,40145,2013
"13531","17103","Lee County, Illinois",35535,50060,2013
"13532","17105","Livingston County, Illinois",38687,54614,2013
"13533","17107","Logan County, Illinois",30177,47133,2013
"13534","17109","McDonough County, Illinois",32549,36031,2013
"13535","17111","McHenry County, Illinois",308060,76145,2013
"13536","17113","McLean County, Illinois",171240,62089,2013
"13537","17115","Macon County, Illinois",110262,46559,2013
"13538","17117","Macoupin County, Illinois",47462,49590,2013
"13539","17119","Madison County, Illinois",268373,53633,2013
"13540","17121","Marion County, Illinois",39070,41010,2013
"13541","17123","Marshall County, Illinois",12454,51504,2013
"13542","17125","Mason County, Illinois",14508,42260,2013
"13543","17127","Massac County, Illinois",15282,43615,2013
